user,algorithm,threshold,y_pred,y_true
pro18_adf_p4,B,0.3,same,same
pro18_adf_p4,B,0.3,same,same
pro18_adf_p4,B,0.3,same,same
pro18_adf_p4,B,0.3,same,same
pro18_adf_p4,B,0.3,same,same
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,modify-1,same
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,same,same
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-3,modify-1
pro18_adf_p4,B,0.3,modify-1,same
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,same
pro18_adf_p4,B,0.3,same,same
pro18_adf_p4,B,0.3,modify-1,same
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,modify-1,same
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,modify-1,same
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,same,modify-1
pro18_adf_p4,B,0.3,modify-1,same
pro18_adf_p4,B,0.3,modify-1,modify-1
pro18_adf_p4,B,0.3,modify-1,same
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,modify-1,same
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,same,same
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-3,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-3,modify-1
pro18_adf_p4,B,0.4,same,same
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,same
pro18_adf_p4,B,0.4,same,same
pro18_adf_p4,B,0.4,modify-1,same
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,same,same
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,modify-1,same
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,same,modify-1
pro18_adf_p4,B,0.4,modify-1,same
pro18_adf_p4,B,0.4,modify-1,modify-1
pro18_adf_p4,B,0.4,modify-1,same
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,same,modify-1
pro18_adf_p4,B,0.5,same,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,same,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,same,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-3,modify-1
pro18_adf_p4,B,0.5,modify-3,modify-1
pro18_adf_p4,B,0.5,same,same
pro18_adf_p4,B,0.5,same,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,same
pro18_adf_p4,B,0.5,same,same
pro18_adf_p4,B,0.5,same,same
pro18_adf_p4,B,0.5,same,modify-1
pro18_adf_p4,B,0.5,modify-1,same
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,same,modify-1
pro18_adf_p4,B,0.5,modify-1,same
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,same,modify-1
pro18_adf_p4,B,0.5,modify-1,same
pro18_adf_p4,B,0.5,modify-1,modify-1
pro18_adf_p4,B,0.5,same,same
pro18_adf_p4,B,0.6,same,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,same,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,modify-2,modify-1
pro18_adf_p4,B,0.6,modify-3,modify-1
pro18_adf_p4,B,0.6,modify-1,same
pro18_adf_p4,B,0.6,same,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,modify-1,same
pro18_adf_p4,B,0.6,same,same
pro18_adf_p4,B,0.6,same,same
pro18_adf_p4,B,0.6,same,modify-1
pro18_adf_p4,B,0.6,modify-1,same
pro18_adf_p4,B,0.6,same,modify-1
pro18_adf_p4,B,0.6,same,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,same,modify-1
pro18_adf_p4,B,0.6,modify-1,same
pro18_adf_p4,B,0.6,modify-1,modify-1
pro18_adf_p4,B,0.6,same,modify-1
pro18_adf_p4,B,0.6,modify-1,same
pro18_adf_p4,B,0.6,same,modify-1
pro18_adf_p4,B,0.6,modify-1,same
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,same
pro18_adf_p4,B,0.7,same,same
pro18_adf_p4,B,0.7,same,same
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,same
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,same,modify-1
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,same,modify-1
pro18_adf_p4,B,0.7,modify-1,same
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,same
pro18_adf_p4,B,0.7,modify-1,modify-1
pro18_adf_p4,B,0.7,modify-1,same
pro18_adf_p4,B,0.8,modify-1,modify-1
pro18_adf_p4,B,0.8,same,modify-1
pro18_adf_p4,B,0.8,modify-1,modify-1
pro18_adf_p4,B,0.8,same,modify-1
pro18_adf_p4,B,0.8,modify-1,modify-1
pro18_adf_p4,B,0.8,modify-1,modify-1
pro18_adf_p4,B,0.8,modify-1,modify-1
pro18_adf_p4,B,0.8,modify-1,modify-1
pro18_adf_p4,B,0.8,modify-1,modify-1
pro18_adf_p4,B,0.8,same,modify-1
pro18_adf_p4,B,0.8,modify-1,same
pro18_adf_p4,B,0.8,modify-1,modify-1
pro18_adf_p4,B,0.8,same,modify-1
pro18_adf_p4,B,0.8,modify-1,same
pro18_adf_p4,B,0.8,modify-1,modify-1
pro18_adf_p4,B,0.8,modify-1,same
pro18_adf_p4,B,0.9,modify-1,modify-1
pro18_adf_p4,B,0.9,same,modify-1
pro18_adf_p4,B,0.9,modify-1,same
pro18_adf_p4,B,0.9,modify-1,modify-1
pro18_adf_p4,B,0.9,same,modify-1
pro18_adf_p4,B,0.9,modify-1,same
pro18_adf_p4,B,0.9,same,modify-1
pro18_adf_p4,B,0.9,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-2,modify-1
pro20_ade_p4,B,0.05,modify-2,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-2,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-2
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-3,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-2,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-2,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-3,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-2,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-2,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-3,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-2,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-3,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-3,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-2,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-3,modify-2
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-3,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,modify-2
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-1,modify-1
pro20_ade_p4,B,0.05,modify-1,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-2,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.05,same,modify-1
pro20_ade_p4,B,0.05,modify-2,same
pro20_ade_p4,B,0.05,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-3,modify-1
pro20_ade_p4,B,0.1,modify-3,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,modify-2
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,modify-2,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-2,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-2,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-2,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-3,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-2,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-2,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-2,modify-1
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-2,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,modify-3,modify-1
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-2,modify-1
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,modify-1,modify-1
pro20_ade_p4,B,0.1,modify-3,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-3,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-3,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,modify-1,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,same
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,modify-1
pro20_ade_p4,B,0.1,same,same
